Date,VRP
2015-03-11,0.06366369338729173
2015-03-12,0.04653005686176129
2015-03-13,0.05032204032398424
2015-03-16,0.04133754288658391
2015-03-17,0.04241759536178952
2015-03-18,0.017565713986855733
2015-03-19,0.017405927988525027
2015-03-20,0.0029169495584813465
2015-03-23,0.008481089232232314
2015-03-24,0.008855443874204144
2015-03-25,0.01850184422908352
2015-03-26,0.022057929312985086
2015-03-27,0.01416406046160018
2015-03-30,0.0012569489018494362
2015-03-31,0.008282270407344916
2015-04-01,0.006640246486821766
2015-04-02,0.001913755729210792
2015-04-06,0.0005245651945750829
2015-04-07,0.00955378624885131
2015-04-08,0.0019235423489535886
2015-04-09,0.007358955198125086
2015-04-10,0.001981762411817148
2015-04-13,0.02083346903250334
2015-04-14,0.02064035428271449
2015-04-15,0.020290566885458827
2015-04-16,0.01869247323904112
2015-04-17,0.03218209987178422
2015-04-20,0.022627765304121847
2015-04-21,0.026686834804398277
2015-04-22,0.01987784718391064
2015-04-23,0.01978593744315102
2015-04-24,0.03344051017221021
2015-04-27,0.04062244558983229
2015-04-28,0.03344746032162829
2015-04-29,0.05101130055169846
2015-04-30,0.060601321179101705
2015-05-01,0.03637551224306555
2015-05-04,0.03804980262214214
2015-05-05,0.044507135371054135
2015-05-06,0.051866137449190844
2015-05-07,0.051239319291931595
2015-05-08,0.019350063803441203
2015-05-11,0.028923359571732726
2015-05-12,0.029757641737572824
2015-05-13,0.028882104919487547
2015-05-14,0.01378405162679254
2015-05-15,0.010247221913364177
2015-05-18,0.021893861135597867
2015-05-19,0.027198020727074473
2015-05-20,0.02762395649908582
2015-05-21,0.020996091526538266
2015-05-22,0.020996895065638496
2015-05-26,0.034104365467925446
2015-05-27,0.022388467030687184
2015-05-28,0.023027025015968344
2015-05-29,0.026819644094780395
2015-06-01,0.03432459828436822
2015-06-02,0.043793896194695814
2015-06-03,0.038257864207797615
2015-06-04,0.05316383999269944
2015-06-05,0.04945998387431362
2015-06-08,0.05831312301608989
2015-06-09,0.06388221416016802
2015-06-10,0.04172841756687702
2015-06-11,0.03849820172329178
2015-06-12,0.04436479390214984
2015-06-15,0.06803762987544607
2015-06-16,0.05945044170843369
2015-06-17,0.05682619783053504
2015-06-18,0.036516183986514975
2015-06-19,0.042566150309739106
2015-06-22,0.028216816793045968
2015-06-23,0.022168997006292893
2015-06-24,0.03707168949356199
2015-06-25,0.04992487463584992
2015-06-26,0.050070572736971866
2015-06-29,0.07480084410615337
2015-06-30,0.06837062610936359
2015-07-01,0.043627566832998704
2015-07-02,0.05106971923053856
2015-07-06,0.056163917122568074
2015-07-07,0.04470272215908143
2015-07-08,0.06856960862961464
2015-07-09,0.07129907313931644
2015-07-10,0.039532937840211946
2015-07-13,0.0042057903445042455
2015-07-14,0.00036132272120631415
2015-07-15,0.00011309215342028556
2015-07-16,-0.01245570463186961
2015-07-17,-0.01397911716599741
2015-07-20,-0.006675469277751145
2015-07-21,-0.0064662782055948526
2015-07-22,-0.0059341240587604815
2015-07-23,-0.0020952879771114763
2015-07-24,0.006119421843659323
2015-07-27,0.023734706845228215
2015-07-28,-0.005450713792034961
2015-07-29,0.005517453005504297
2015-07-30,0.0018839214392149806
2015-07-31,0.0032452962277079583
2015-08-03,0.00710219346476651
2015-08-04,0.01212006137041581
2015-08-05,0.008519499745598846
2015-08-06,0.034468852077538775
2015-08-07,0.030019995904603622
2015-08-10,0.017753835674034754
2015-08-11,0.03396407533119156
2015-08-12,0.03431014028025889
2015-08-13,0.03307849300965526
2015-08-14,0.029858601827741166
2015-08-17,0.029790910191881473
2015-08-18,0.0373616774313863
2015-08-19,0.04924009353101495
2015-08-20,0.06619098138411028
2015-08-21,0.11648944258405863
2015-08-24,0.20015731554110772
2015-08-25,0.15057208636491368
2015-08-26,0.051652499736066226
2015-08-27,-0.005871183914344824
2015-08-28,-0.006456554944854087
2015-08-31,0.016641660860525154
2015-09-01,0.030553346116862723
2015-09-02,-0.03306695673825011
2015-09-03,-0.037400524634261134
2015-09-04,-0.018100314382526683
2015-09-08,-0.06330903299151294
2015-09-09,-0.04724979341087482
2015-09-10,-0.06663243558533397
2015-09-11,-0.07915339187215731
2015-09-14,-0.06861652649996802
2015-09-15,-0.08970078056763839
2015-09-16,-0.10291697160738003
2015-09-17,-0.1050167041302025
2015-09-18,-0.09666762210357754
2015-09-21,-0.11174478358639164
2015-09-22,-0.07119730568960933
2015-09-23,-0.03723837689833126
2015-09-24,-0.018863411557316107
2015-09-25,0.02055286922143673
2015-09-28,0.061881403784050076
2015-09-29,0.05375275033861421
2015-09-30,0.01925410313693507
2015-10-01,0.025330611934829717
2015-10-02,0.013216219323984701
2015-10-05,-0.010540340872248283
2015-10-06,-0.004049132389876198
2015-10-07,0.003073365733576361
2015-10-08,-0.0006211964995490593
2015-10-09,-0.003568001624805389
2015-10-12,-0.012332337253884273
2015-10-13,0.0013268460421576589
2015-10-14,0.009002159241937008
2015-10-15,-0.01572081986906551
2015-10-16,-0.025798070141364454
2015-10-19,-0.014963591462078346
2015-10-20,-0.007307332927840138
2015-10-21,0.007692121182236861
2015-10-22,-0.02190389997475531
2015-10-23,-0.02260999952500556
2015-10-26,-0.014806485311106121
2015-10-27,0.022417031177583063
2015-10-28,0.009611829097443902
2015-10-29,0.02134684198280369
2015-10-30,0.02236933895466761
2015-11-02,0.015404454017405617
2015-11-03,0.030925322352168175
2015-11-04,0.04065576986016617
2015-11-05,0.0368599731341986
2015-11-06,0.031714965756294775
2015-11-09,0.046307415594918994
2015-11-10,0.03400978580842434
2015-11-11,0.04427413787394266
2015-11-12,0.056847543048556104
2015-11-13,0.07691862689817816
2015-11-16,0.048242811499695476
2015-11-17,0.054896101016947196
2015-11-18,0.024688018266540296
2015-11-19,0.028093869539858374
2015-11-20,0.023433892376181237
2015-11-23,0.030090297912906627
2015-11-24,0.03340459713553465
2015-11-25,0.02644578019981461
2015-11-27,0.03257894662079705
2015-11-30,0.04159249062903898
2015-12-01,0.022619432703931186
2015-12-02,0.03592343433995801
2015-12-03,0.049569486046693034
2015-12-04,-0.002995082420513523
2015-12-07,0.005504806284691577
2015-12-08,0.021708615842156997
2015-12-09,0.04319779344843491
2015-12-10,0.040340901579638905
2015-12-11,0.07746325617705044
2015-12-14,0.06616816985140123
2015-12-15,0.04890048920531448
2015-12-16,0.018425388447343566
2015-12-17,0.02036652670781436
2015-12-18,0.03808349421373655
2015-12-21,0.014859154189714951
2015-12-22,-0.008874799471337957
2015-12-23,-0.025316011149450618
2015-12-24,-0.02353950751974712
2015-12-28,-0.01190524619371991
2015-12-29,-0.024387611413829197
2015-12-30,-0.0132754898691064
2015-12-31,-0.002089331913278647
2016-01-04,0.019323638127871884
2016-01-05,0.01142290186831596
2016-01-06,0.036238356426858576
2016-01-07,0.06488904152601238
2016-01-08,0.08347552863182528
2016-01-11,0.05653818226922738
2016-01-12,0.03532980848798992
2016-01-13,0.0555753727202134
2016-01-14,0.033015831893396075
2016-01-15,0.05893275744933149
2016-01-19,0.059204143700495065
2016-01-20,0.07650662696375624
2016-01-21,0.0711646086182989
2016-01-22,0.014620152120575908
2016-01-25,0.03251794016107809
2016-01-26,0.014269602731657421
2016-01-27,0.019157222770145227
2016-01-28,0.009627220632782152
2016-01-29,-0.029153381829551267
2016-02-01,-0.031082415107617445
2016-02-02,-0.016702089150932214
2016-02-03,-0.017482816109315458
2016-02-04,-0.015472928358587101
2016-02-05,-0.003960510767113484
2016-02-08,0.030980741167642295
2016-02-09,0.0385161466932922
2016-02-10,0.036138774781078464
2016-02-11,0.05462636355454134
2016-02-12,0.030389563732578506
2016-02-16,0.01765974193694897
2016-02-17,0.006212503229952343
2016-02-18,-0.0014269254021790079
2016-02-19,-0.007659905954783941
2016-02-22,-0.02349583162343083
2016-02-23,-0.002444493065543313
2016-02-24,0.002900466858828693
2016-02-25,-0.011247098713172476
2016-02-26,0.00019805516502552356
2016-02-29,0.005336749745072228
2016-03-01,-0.02189503820913935
2016-03-02,-0.028220789474882657
2016-03-03,-0.01832547834527476
2016-03-04,-0.01650035205806588
2016-03-07,-0.011640007010095349
2016-03-08,0.010401684829885488
2016-03-09,0.017790010562869607
2016-03-10,0.01511721676897046
2016-03-11,-0.00561253787317581
2016-03-14,0.008108291943862228
2016-03-15,0.014992647818166338
2016-03-16,0.0033213739798486352
2016-03-17,0.00514066618693626
2016-03-18,0.0034991740402219584
2016-03-21,0.00145181720089807
2016-03-22,0.010832093102502022
2016-03-23,0.025876292070885765
2016-03-24,0.023563709117391224
2016-03-28,0.032585484951866805
2016-03-29,0.017091829819519844
2016-03-30,0.020831941152353664
2016-03-31,0.05091341554303236
2016-04-01,0.04139841356343582
2016-04-04,0.04998475452254178
2016-04-05,0.05438005986946785
2016-04-06,0.03592653164779158
2016-04-07,0.055455763612653725
2016-04-08,0.04812255523240164
2016-04-11,0.056225425509959265
2016-04-12,0.05191234251989578
2016-04-13,0.037260213809752266
2016-04-14,0.03664793053356043
2016-04-15,0.036393992620546475
2016-04-18,0.033730089645097536
2016-04-19,0.03305171549802234
2016-04-20,0.03344328713852128
2016-04-21,0.03791466184224303
2016-04-22,0.034110459988200406
2016-04-25,0.042282169577168044
2016-04-26,0.04108574263356471
2016-04-27,0.043019392288905695
2016-04-28,0.05212292275110092
2016-04-29,0.055496934835815706
2016-05-02,0.04404995631455212
2016-05-03,0.04925887891675117
2016-05-04,0.057901346876884655
2016-05-05,0.06360550916449845
2016-05-06,0.061060207779698575
2016-05-09,0.059995438628237294
2016-05-10,0.041675024947148545
2016-05-11,0.05096121525232433
2016-05-12,0.055210323473512776
2016-05-13,0.057249080138456754
2016-05-16,0.04670538046141416
2016-05-17,0.05407937929525339
2016-05-18,0.05888041103214264
2016-05-19,0.06259700870630858
2016-05-20,0.049127080357958625
2016-05-23,0.05530903484585026
2016-05-24,0.02966537166681442
2016-05-25,0.021945993860395183
2016-05-26,0.017404031830243333
2016-05-27,0.018325352806791248
2016-05-31,0.030704455928357327
2016-06-01,0.03377402230470493
2016-06-02,0.03306305831922836
2016-06-03,0.033509944511220954
2016-06-06,0.03461086342071214
2016-06-07,0.038826990548233076
2016-06-08,0.03890224505343608
2016-06-09,0.05231645800528703
2016-06-10,0.07674687017910432
2016-06-13,0.1112332704144427
2016-06-14,0.11152321709700568
2016-06-15,0.11367144928518376
2016-06-16,0.11268987401342713
2016-06-17,0.11193441259702831
2016-06-20,0.10114599213642571
2016-06-21,0.10399102082880553
2016-06-22,0.1310757306434424
2016-06-23,0.09249347756568914
2016-06-24,0.1077823881539221
2016-06-27,0.07758446019703355
2016-06-28,0.01381449764222134
2016-06-29,-0.018559295549849503
2016-06-30,-0.03494817229424407
2016-07-01,-0.04340905009741666
2016-07-05,-0.036542900902864744
2016-07-06,-0.042901479198289405
2016-07-07,-0.04483375509731824
2016-07-08,-0.06748093442610006
2016-07-11,-0.06423559043913818
2016-07-12,-0.06209254443674231
2016-07-13,-0.06428670192871297
2016-07-14,-0.06644255724263379
2016-07-15,-0.06774181187626005
2016-07-18,-0.07000586111752871
2016-07-19,-0.07418552728703472
2016-07-20,-0.07588887680985937
2016-07-21,-0.06713939382342629
2016-07-22,-0.07417482053755634
2016-07-25,-0.06192668196842985
2016-07-26,-0.0018666771942832672
2016-07-27,0.01930940146251943
2016-07-28,0.03034890040167347
2016-07-29,0.03595552317190105
2016-08-01,0.05155372451482153
2016-08-02,0.05580644375889561
2016-08-03,0.05627285828112638
2016-08-04,0.052963756624356234
2016-08-05,0.03911051385688753
2016-08-08,0.05732518518689087
2016-08-09,0.05948175420569581
2016-08-10,0.06630296099886647
2016-08-11,0.060709449380826244
2016-08-12,0.06167562387302701
2016-08-15,0.06393149299111472
2016-08-16,0.06869910876178112
2016-08-17,0.06427859022418006
2016-08-18,0.05799078589482973
2016-08-19,0.05851608755048025
2016-08-22,0.06984948285654938
2016-08-23,0.07192650564728545
2016-08-24,0.07904446016473066
2016-08-25,0.08079079439192965
2016-08-26,0.08096114405003021
2016-08-29,0.07119347880732373
2016-08-30,0.07273529048298052
2016-08-31,0.07984062392821312
2016-09-01,0.08141423201188183
2016-09-02,0.06461093255693656
2016-09-06,0.072632639349612
2016-09-07,0.07195857120474705
2016-09-08,0.07698918199358454
2016-09-09,0.0765968831022961
2016-09-12,0.04078180795795401
2016-09-13,0.05702312729007861
2016-09-14,0.06078111088135714
2016-09-15,0.03708308528950724
2016-09-16,0.02770305565442882
2016-09-19,0.02976726318024714
2016-09-20,0.033590079514768306
2016-09-21,0.0008609144799915924
2016-09-22,-0.013882895556138225
2016-09-23,-0.011430363605285196
2016-09-26,0.007582182610692906
2016-09-27,-0.008466656280508522
2016-09-28,-0.015600190541033121
2016-09-29,-0.002794576305129387
2016-09-30,-0.012870076517986329
2016-10-03,-0.010492608323829311
2016-10-04,-0.009858926963767889
2016-10-05,-0.016738164923185583
2016-10-06,-0.018278009670879558
2016-10-07,-0.012069729811898439
2016-10-10,0.015480716136960962
2016-10-11,0.03782531031692893
2016-10-12,0.05588887020514913
2016-10-13,0.06305877329426417
2016-10-14,0.06379315810416583
2016-10-17,0.06499008447093924
2016-10-18,0.05316723569305788
2016-10-19,0.04418346346465819
2016-10-20,0.0455057670398413
2016-10-21,0.04492056120715139
2016-10-24,0.04166491155252652
2016-10-25,0.05030610577938169
2016-10-26,0.06134222211884033
2016-10-27,0.07488702263793623
2016-10-28,0.08894164495749371
2016-10-31,0.10442790457625743
2016-11-01,0.11676888048303168
2016-11-02,0.12304707558443809
2016-11-03,0.15273447053761993
2016-11-04,0.1574540555391481
2016-11-07,0.08114770460404416
2016-11-08,0.08191227402621577
2016-11-09,0.040532641818122925
2016-11-10,0.04404052603671503
2016-11-11,0.038948858564025884
2016-11-14,0.04202333093854595
2016-11-15,0.029310437841923317
2016-11-16,0.034002541639769554
2016-11-17,0.029536132496833734
2016-11-18,0.02419284612389494
2016-11-21,0.01755583169305995
2016-11-22,0.018145965063900843
2016-11-23,0.019858286448798737
2016-11-25,0.019231647595958287
2016-11-28,0.025775138743547518
2016-11-29,0.02461099417888951
2016-11-30,0.027981982488106225
2016-12-01,0.038109897035303444
2016-12-02,0.04296394414713557
2016-12-05,0.025349041720885104
2016-12-06,0.0230725055874582
2016-12-07,0.0470736586491302
2016-12-08,0.05143744549266624
2016-12-09,0.048117911309622854
2016-12-12,0.056129742912133906
2016-12-13,0.056300941352811606
2016-12-14,0.052583296298379156
2016-12-15,0.05078974455648917
2016-12-16,0.044795716621689255
2016-12-19,0.04062017234356413
2016-12-20,0.03915628828505545
2016-12-21,0.038727798848367634
2016-12-22,0.03951945981611307
2016-12-23,0.039635822763030015
2016-12-27,0.04565738191484435
2016-12-28,0.05116389384864456
2016-12-29,0.055240429471696065
2016-12-30,0.06049619908211046
2017-01-03,0.04614080914309332
2017-01-04,0.03493455103622786
2017-01-05,0.03412335625425031
2017-01-06,0.030589702987712547
2017-01-09,0.043221265364058195
2017-01-10,0.042727372045292464
2017-01-11,0.042604903189139176
2017-01-12,0.04505156406420484
2017-01-13,0.045390779245396556
2017-01-17,0.057650229799622414
2017-01-18,0.06487798925236346
2017-01-19,0.06677260058049164
2017-01-20,0.05365624510185808
2017-01-23,0.05651992135656905
2017-01-24,0.04601601611073866
2017-01-25,0.03874889480075404
2017-01-26,0.03677711144460674
2017-01-27,0.03632042094687986
2017-01-30,0.052750948407238735
2017-01-31,0.05371115546301754
2017-02-01,0.05471554341369825
2017-02-02,0.0622470208328941
2017-02-03,0.05066666632537189
2017-02-06,0.054103628391716986
2017-02-07,0.05432261777480613
2017-02-08,0.057654707031567116
2017-02-09,0.04923090616608319
2017-02-10,0.048564939883309115
2017-02-13,0.04996221430789308
2017-02-14,0.0459191743914611
2017-02-15,0.059014840991132536
2017-02-16,0.056281687996854575
2017-02-17,0.056533519245139004
2017-02-21,0.05572701620275215
2017-02-22,0.05874768671833358
2017-02-23,0.060616022871434194
2017-02-24,0.06303429953238684
2017-02-27,0.06979692047365843
2017-02-28,0.07677171083591469
2017-03-01,0.06467387703558346
2017-03-02,0.051824300417572175
2017-03-03,0.0433911117406601
2017-03-06,0.04375734739130466
2017-03-07,0.04673898123357603
2017-03-08,0.050724315197428774
2017-03-09,0.05522446111275829
2017-03-10,0.04861022460748751
2017-03-13,0.04711005070804866
2017-03-14,0.055199203500260474
2017-03-15,0.0452790586703076
2017-03-16,0.041246649284638975
2017-03-17,0.04318694773621404
2017-03-20,0.04337382394971345
2017-03-21,0.04162714455598203
2017-03-22,0.04771042159459389
2017-03-23,0.05081292918041201
2017-03-24,0.049244292492600594
2017-03-27,0.04491936293607007
2017-03-28,0.030943618035348397
2017-03-29,0.03017867431369957
2017-03-30,0.04639192715340443
2017-03-31,0.057110690094916
2017-04-03,0.05715653890184404
2017-04-04,0.05196156371536677
2017-04-05,0.0628889192274705
2017-04-06,0.057863568302237336
2017-04-07,0.06270565960130034
2017-04-10,0.07560913368213569
2017-04-11,0.08574606470017904
2017-04-12,0.0925114086637221
2017-04-13,0.09905724831469175
2017-04-17,0.07739810186862776
2017-04-18,0.07458709804523891
2017-04-19,0.07974804007846227
2017-04-20,0.08061474325560959
2017-04-21,0.08470706097962571
2017-04-24,0.03657654933933055
2017-04-25,0.03352999152477376
2017-04-26,0.03458136959066291
2017-04-27,0.03332469338268586
2017-04-28,0.03741583081065521
2017-05-01,0.03072207787186733
2017-05-02,0.03615578218870258
2017-05-03,0.03719253515413397
2017-05-04,0.034992604110388556
2017-05-05,0.03641426363015339
2017-05-08,0.028448254123689773
2017-05-09,0.030284756204281907
2017-05-10,0.03277921360023105
2017-05-11,0.036330613976172835
2017-05-12,0.03579111338694374
2017-05-15,0.04096791668955284
2017-05-16,0.04844179779544328
2017-05-17,0.06778165218147993
2017-05-18,0.058056754713858474
2017-05-19,0.03259605199302726
2017-05-22,0.021099630660285223
2017-05-23,0.026488895279991154
2017-05-24,0.021691257518617016
2017-05-25,0.020183069528580955
2017-05-26,0.018378851184337464
2017-05-30,0.024316219540193945
2017-05-31,0.024657045823633372
2017-06-01,0.0157650445254265
2017-06-02,0.014118414674289231
2017-06-05,0.0169707897143051
2017-06-06,0.020660152760285197
2017-06-07,0.02002032755382939
2017-06-08,0.017929453392339798
2017-06-09,0.023173016496058185
2017-06-12,0.03117218725548164
2017-06-13,0.02016156752628548
2017-06-14,0.023270690702139066
2017-06-15,0.025370620250377257
2017-06-16,0.056345089881201245
2017-06-19,0.05114134856910878
2017-06-20,0.05169931972960906
2017-06-21,0.05230662438309531
2017-06-22,0.04956716229943335
2017-06-23,0.045249776890292144
2017-06-26,0.0457807647674439
2017-06-27,0.04963880614850517
2017-06-28,0.032553187567689115
2017-06-29,0.03957252460310698
2017-06-30,0.0417014126814496
2017-07-03,0.04289905423902507
2017-07-05,0.04127769847727568
2017-07-06,0.04924044177306733
2017-07-07,0.03242987338577806
2017-07-10,0.031552710012370894
2017-07-11,0.029357840625801324
2017-07-12,0.01953131725204392
2017-07-13,0.016721746200665577
2017-07-14,0.011487025526809844
2017-07-17,0.015121464287662659
2017-07-18,0.01582558150072194
2017-07-19,0.017731308473789814
2017-07-20,0.01985622562104361
2017-07-21,0.017698546924152195
2017-07-24,0.018251013727180715
2017-07-25,0.01790963564421992
2017-07-26,0.01960716455452824
2017-07-27,0.03142571038716925
2017-07-28,0.038676090301012905
2017-07-31,0.04753160105803107
2017-08-01,0.04562664498796622
2017-08-02,0.04769847468781195
2017-08-03,0.048290312409327234
2017-08-04,0.05809738709068257
2017-08-07,0.06129360283756355
2017-08-08,0.0697031781945444
2017-08-09,0.07140309837379906
2017-08-10,0.09859943546569544
2017-08-11,0.09350540036929869
2017-08-14,0.05417434609553501
2017-08-15,0.05124245619874082
2017-08-16,0.04811043072544646
2017-08-17,0.07004367668790328
2017-08-18,0.05711781211619921
2017-08-21,0.04612698656386477
2017-08-22,0.02000904994447708
2017-08-23,0.029196799064899373
2017-08-24,0.028932957548225835
2017-08-25,0.01906290542236254
2017-08-28,0.01942462938902964
2017-08-29,0.0231066474439309
2017-08-30,0.017172625943621053
2017-08-31,0.008594017784909508
2017-09-01,0.004041515659679612
2017-09-05,0.021778539642879666
2017-09-06,0.01527663440496238
2017-09-07,0.014771746384401055
2017-09-08,0.02037166743388323
2017-09-11,0.013910194553792873
2017-09-12,0.01204485511728251
2017-09-13,0.017049421049294036
2017-09-14,0.016327828183353058
2017-09-15,0.013565225090193478
2017-09-18,0.035870671255739006
2017-09-19,0.037231319357480225
2017-09-20,0.033163830997694974
2017-09-21,0.037841507003999346
2017-09-22,0.039216905048413624
2017-09-25,0.045309582934671175
2017-09-26,0.04483747632263478
2017-09-27,0.040922619846993996
2017-09-28,0.03773787265013155
2017-09-29,0.03792358041363258
2017-10-02,0.03882059680282224
2017-10-03,0.039382003628648354
2017-10-04,0.05038503536900151
2017-10-05,0.04410109824926633
2017-10-06,0.04817330199607232
2017-10-09,0.05470697717574815
2017-10-10,0.06530961869935964
2017-10-11,0.06381173790097816
2017-10-12,0.06309112354209301
2017-10-13,0.060896725417758965
2017-10-16,0.06392133449612176
2017-10-17,0.06792167139246758
2017-10-18,0.06550728913559616
2017-10-19,0.06524836748756269
2017-10-20,0.06497473993251918
2017-10-23,0.07132215326676368
2017-10-24,0.07420808275816873
2017-10-25,0.06960578310371385
2017-10-26,0.07165554723336708
2017-10-27,0.04999081165993285
2017-10-30,0.05536434219216079
2017-10-31,0.05327077987555432
2017-11-01,0.05362173172096074
2017-11-02,0.050896747795584944
2017-11-03,0.0454639795288126
2017-11-06,0.04846478515042033
2017-11-07,0.054182205470424884
2017-11-08,0.05334260337220993
2017-11-09,0.05799379956495406
2017-11-10,0.06628861594865999
2017-11-13,0.06837875933254259
2017-11-14,0.06843905896084543
2017-11-15,0.07960696379978852
2017-11-16,0.05883407095582887
2017-11-17,0.05457089083553691
2017-11-20,0.04922019419578187
2017-11-21,0.0379962297436197
2017-11-22,0.03942657293637515
2017-11-24,0.04023244377251338
2017-11-27,0.042102147034602584
2017-11-28,0.04060515334969944
2017-11-29,0.048934095989693165
2017-11-30,0.04963051470887994
2017-12-01,0.05009239618440188
2017-12-04,0.05221591827872246
2017-12-05,0.04706705499401245
2017-12-06,0.043927399764913555
2017-12-07,0.034973085028473655
2017-12-08,0.027266172913962813
2017-12-11,0.026800351206405795
2017-12-12,0.03311229920121518
2017-12-13,0.035381214591948845
2017-12-14,0.036966822201275853
2017-12-15,0.02621242617968024
2017-12-18,0.029864539489312864
2017-12-19,0.03430614959738219
2017-12-20,0.030572842928821245
2017-12-21,0.031843412803460924
2017-12-22,0.03476674909542782
2017-12-26,0.03766848224228048
2017-12-27,0.04015054898893951
2017-12-28,0.044751368970963545
2017-12-29,0.04948199781213518
2018-01-02,0.036612598276152326
2018-01-03,0.028507300491230278
2018-01-04,0.029102635850327158
