strategy,sharpe,max_drawdown,cagr,calmar
Equal_Weighted,0.6980073230082982,-0.3193714564380494,0.12120562449281991,0.37951301548556193
Historical_Risk_Parity,0.6288214441315326,-0.3012891376281644,0.09815156224654742,0.3257719910489473
Method_A_XGBoost,0.6233770042394605,-0.2883502525062225,0.0995729402117187,0.34531941396364807
Method_B_XGBoost,0.5654086702271577,-0.3440657578433473,0.09491417810401259,0.2758605758938293
Method_C_XGBoost,0.47944965611242685,-0.3417558558094599,0.07530073858411201,0.22033488908554255
Method_A_ARMA,0.7533200320204523,-0.2883707151869147,0.1253358164013194,0.43463434322753564
