Date,Equal_Weighted,Historical_Risk_Parity,Method_A_XGBoost,Method_B_XGBoost,Method_C_XGBoost,Method_A_ARMA
2020-06-30,1.3524356287442556,1.29661766072478,1.3366959473749753,1.310752523913093,1.221464252169047,1.4066512140030831
2020-07-01,1.3603565392915276,1.3069177206278586,1.3489627375934123,1.3178357358007102,1.2384725072605456,1.417942404105816
2020-07-02,1.3672382324068688,1.3115992301815185,1.355843406035245,1.3243129481314737,1.2456902044310836,1.4246900615267097
2020-07-06,1.3829311043322456,1.321662777270893,1.3685870593683618,1.3401042489117438,1.2628106381438564,1.4392940437854855
2020-07-07,1.3678715289714645,1.3261658666544527,1.359853399208496,1.3250234793408897,1.2437483611177917,1.4305284441668675
2020-07-08,1.3714630112192023,1.3278524895052353,1.3622736926788361,1.32993903376853,1.251914086827092,1.4327605550128122
2020-07-09,1.3539996873907896,1.315229955947726,1.3480050224037243,1.3127432424981091,1.2380729644916644,1.4177030676359836
2020-07-10,1.3680001280565501,1.327199208689729,1.3595299228876996,1.3254984872098077,1.2438457685233415,1.430655960094312
2020-07-13,1.3588881838906197,1.3191710379318125,1.3518179215535666,1.3148409687163436,1.2260967402985732,1.4216751608248093
2020-07-14,1.381463693490193,1.3401855496690147,1.3725104732257671,1.3351016005904504,1.2428122791157856,1.443973341218173
2020-07-15,1.3892921417652602,1.3435732145396615,1.3779535348308172,1.343692342519036,1.2498136084100093,1.4509921983146281
2020-07-16,1.3825829866031432,1.3424629972437465,1.3761332984603394,1.3363380147341128,1.2389278685177145,1.4471275333329434
2020-07-17,1.383822722581329,1.3469724354421144,1.3797410348975767,1.3372860708632035,1.2408553204970834,1.4506091216707209
2020-07-20,1.3847422861560958,1.3483694174500946,1.3803391284300284,1.3388320033408834,1.249002467086551,1.4512628385916861
2020-07-21,1.3969468004193806,1.3555770732180632,1.3874170336699103,1.3487669046974375,1.2550022273184505,1.4587168875128447
2020-07-22,1.3994363503023166,1.3574291914382715,1.3891118538459075,1.3515006694299416,1.2576861086530122,1.460625676986379
2020-07-23,1.386019409128799,1.3454827104949088,1.377214534593964,1.3387008614009444,1.2426107296398032,1.4479175887347617
2020-07-24,1.3572193329802205,1.3126618901544185,1.3570720230869253,1.3116039828496533,1.225832235172099,1.4261088841303051
2020-07-27,1.3585298665115964,1.3185817466561964,1.3614906690009636,1.311703319542521,1.226102487859214,1.4297484404353626
2020-07-28,1.3577035074601582,1.3207363032590498,1.3633480482486482,1.311035728034088,1.2238555793240122,1.4320467048311458
2020-07-29,1.353921687209191,1.3210556568661946,1.3601074851076123,1.3072787627977602,1.221833409968394,1.4273953648618496
2020-07-30,1.3394551340194,1.3097737112096617,1.3489305555215725,1.2947796435213248,1.207925761858153,1.4151490725027966
2020-07-31,1.3350628642029547,1.3097786464552665,1.3486875885399898,1.2919155622093637,1.2069166869968615,1.4142053339627085
2020-08-03,1.3533481301012074,1.3251853517709868,1.3649502105615603,1.3098730971190038,1.230631117720873,1.4321462458862637
2020-08-04,1.3590689929625992,1.327629351720177,1.3693348044113582,1.315715593515048,1.2321160526256523,1.4369550125244146
2020-08-05,1.3726241392845089,1.3379665255701478,1.377351880407583,1.329662448604103,1.251852073241995,1.4459644350681917
2020-08-06,1.3741339513349173,1.3391156902488475,1.3792390019455485,1.3312859905369823,1.255707461231202,1.4475186556930504
2020-08-07,1.3703670144209967,1.3403018015636317,1.3783352187597318,1.3275324814230354,1.2470533940231687,1.4470294811661235
2020-08-10,1.3904457167082276,1.355287076663943,1.3934761018359676,1.3472778923328754,1.2688151108531305,1.4629839262793227
2020-08-11,1.3773903882248462,1.343014316640529,1.3798741456517727,1.3336317541298082,1.2587028968482168,1.4488003778455534
2020-08-12,1.391032299411821,1.358405197742766,1.3951534253606321,1.3465229799219975,1.262176596697738,1.4641349691883172
2020-08-13,1.391583900546338,1.3605851492716656,1.3970917856299194,1.3474833427933297,1.2648782840419845,1.4669625144234129
2020-08-14,1.3974755198693556,1.365766797554245,1.4017150035857096,1.35257253454997,1.271820647172099,1.4718997868174555
2020-08-17,1.4006617634529066,1.371710000512029,1.408545105296863,1.3551561824848393,1.2665970477384396,1.4797036970171575
2020-08-18,1.3996433294862352,1.3714477610600757,1.4100645489963604,1.3566307799907396,1.270122670895386,1.481496347966559
2020-08-19,1.395438060805927,1.3674928471139334,1.4067207593063566,1.3539604279803479,1.2695092561225871,1.4775932276365003
2020-08-20,1.3939821623716455,1.3630320087512837,1.4050014166309746,1.3544212473147368,1.2703871668194997,1.4747225211685275
2020-08-21,1.3948007459898561,1.365156576762945,1.4064521086187514,1.3555818089926586,1.2706092995505152,1.4768810183064505
2020-08-24,1.408324418315899,1.374540483482427,1.4161100759064098,1.368579756885723,1.2868609462828127,1.4871237913576856
2020-08-25,1.4177829250427192,1.3831827551538982,1.427956631097213,1.3783859365424742,1.296454450317744,1.4985994331429526
2020-08-26,1.450075326594003,1.4019805266252539,1.4614665275134164,1.4158884730821015,1.356662317131845,1.532944803763743
2020-08-27,1.4628749169132038,1.412446433100471,1.4748264445789454,1.426995338777727,1.3681852317914969,1.5491981106229027
2020-08-28,1.472655501614468,1.422240666058304,1.4831338490520503,1.4365094366349125,1.3711872989539253,1.5590112109400336
2020-08-31,1.4653470182913675,1.4167010939312463,1.4776964235793435,1.4302595698425988,1.3671687442066558,1.5528407936768647
2020-09-01,1.4783436640534948,1.4236664667961163,1.4927024229652341,1.4444331203412963,1.389203893747454,1.5724511700712895
2020-09-02,1.5008884611884408,1.4523723015724637,1.5165430072875308,1.4669963071613723,1.401938403525813,1.5969686947028274
2020-09-03,1.4640360605548977,1.4236697494143227,1.4807804656643906,1.4299919612096712,1.3622225283592513,1.5605689159826914
