strategy,total_return,vol_annual,sharpe,max_drawdown,n_days
Equal_Weighted,0.06406446130999255,0.2228529835518585,0.9298123205288354,-0.12354400762088678,84.0
Historical_Risk_Parity,0.04849780348376953,0.1989296561327374,0.8543417143324684,-0.10810371788324595,84.0
Method_A_XGBoost,0.07265900372854395,0.19794234644615413,1.2274505480647389,-0.10331934724191341,84.0
Method_B_XGBoost,0.05528187737869095,0.21778765696571617,0.8651997375871577,-0.12284263365723863,84.0
Method_C_XGBoost,0.0796031839512692,0.19885358892499544,1.189307065158756,-0.11251240912752727,84.0
Method_A_ARMA,0.07735275762146787,0.20776571702632687,1.243667160838126,-0.10301342658849393,84.0
