,CRM,VZ,WMT,INTC,UNH,MRK,BA,NKE,CVX,AMGN
2018-01-02,0.1341407573156168,0.09420322164791622,0.07280882367536311,0.1479242322186329,0.10191061866233059,0.08149187951074793,0.0823158957520185,0.07035258432230262,0.1179208772040167,0.0969311096910547
2018-01-03,0.12072177567326427,0.09525778964236446,0.08606647818182378,0.12836033972490443,0.10813934547583645,0.09411435279460875,0.08553181261034118,0.08113359261338338,0.11730899420978762,0.08336551907368572
2018-01-04,0.12188732578508271,0.0890889919913603,0.09599978701686035,0.09609525171275167,0.11023413245543046,0.10089511626488784,0.08131179435716816,0.08933745128507325,0.13554861746573163,0.07960153166565369
2018-01-05,0.11867247776010723,0.08690277536152609,0.09718979368818545,0.10112929239733649,0.11099892576619391,0.08803227386697014,0.07769553262280829,0.10140839163644315,0.13304373906125436,0.08492679783917485
2018-01-08,0.12835764163425334,0.09044473089808922,0.10173081293960687,0.09692169815538514,0.11304564514098354,0.08804854198770354,0.06410354024645264,0.10177488604902062,0.1218356611905651,0.09373684175794017
2018-01-09,0.14439561379115978,0.0824325267258833,0.1030407061231259,0.09601411348383172,0.09963828657500061,0.07811958961533542,0.06135087839306563,0.1229808029525496,0.12057950145466101,0.09144798088538703
2018-01-10,0.1393324376338478,0.08754524752276945,0.09110351706004957,0.10589675716024695,0.09420031138120184,0.0736383034205492,0.057889633826756784,0.10547821433022153,0.15063354472260682,0.09428203294174996
2018-01-11,0.11975463366693308,0.10336006846338276,0.08601938618637245,0.13442303771037076,0.08919762901415253,0.07067088922332013,0.0551563724780646,0.10282252409568872,0.1434522682408803,0.09514319092083473
2018-01-12,0.12582618981242724,0.09817789364312599,0.08999261391342708,0.10530059919470883,0.09755906854350856,0.07558969955463514,0.08443740242709169,0.10761647096149958,0.11757650534101327,0.09792355660856263
2018-01-16,0.1258067817994902,0.09018725686232643,0.09253275825101094,0.10979296929794072,0.10823728857643569,0.07318607582678147,0.08797835841793693,0.10317595007252015,0.11417658554544105,0.09492597535011632
2018-01-17,0.12782911451493287,0.09386485318961821,0.10342175897287242,0.10950616080530179,0.11881447817244446,0.07000015924833912,0.0862396978970523,0.08402344981464832,0.10666152103414493,0.09963880635064554
2018-01-18,0.12061469758226574,0.08970488381254897,0.0981413556778504,0.11285487561250128,0.12651245157447244,0.06868763838854361,0.090705390196104,0.08567818795058943,0.11072385207110398,0.09637666713402011
2018-01-19,0.11397599263717274,0.08227973887652204,0.10094541706644891,0.14607455275313538,0.14183848057937085,0.058987806150446784,0.07385170468046703,0.08020916275878387,0.11151297416555038,0.09032417033210209
2018-01-22,0.12099213879185362,0.08446081497764463,0.07180641789261087,0.139560648797966,0.13341326452953284,0.06035533791915614,0.07040130696449258,0.06923000186207819,0.14811597206951657,0.10166409619514856
2018-01-23,0.10959743909547576,0.07608942626182412,0.06402595268441295,0.16209700127681861,0.12945034323932375,0.07314835750801874,0.07177315485815461,0.06488879027979925,0.14069376252558602,0.10823577227058626
2018-01-24,0.11034179712342393,0.0700974506142255,0.06046499403848578,0.1610357168214307,0.11776599097543568,0.12596428832073234,0.06855063330154415,0.06693168369563342,0.12979022629284717,0.08905721881624129
2018-01-25,0.10736285021725794,0.06781924691265488,0.056102586253961084,0.13446616454206586,0.11895741389737158,0.13820981864172663,0.11059304312352052,0.062300901840373284,0.12587165407607137,0.07831632049499687
2018-01-26,0.08110877656510254,0.05382289933932017,0.05,0.09727724470300333,0.13455251557860587,0.1338358995699485,0.2196721394032917,0.05712727979115378,0.1096424944002458,0.06296075064932836
2018-01-29,0.07862061461802165,0.07067016226384061,0.05125417358319643,0.05183531146029974,0.10333218398849287,0.1256106080897964,0.25,0.07924659728034351,0.12398700669631989,0.06544334201968875
2018-01-30,0.08693260274564694,0.08071325660736989,0.05203943634220763,0.05025770519132661,0.10398897578723529,0.1125568224535178,0.24999999999999997,0.08004162539346293,0.1160645416549766,0.06740503382425629
2018-01-31,0.09050839727671361,0.08955839419038931,0.05,0.05099713597743789,0.0801205929865372,0.11665721706119468,0.25,0.08649427594841881,0.11884276400004835,0.0668212225592602
2018-02-01,0.09498838546439996,0.12463004861280591,0.057587781245747184,0.05826676121287778,0.0853479737243071,0.12056318831258776,0.12857485655177162,0.11149467364896169,0.13717554325274917,0.08137078797379176
2018-02-02,0.08870513939216139,0.1379398962331381,0.05484699410106425,0.10959382329716119,0.08312383926477508,0.1047469825246226,0.12903674022942835,0.10196302190259936,0.11060304818993869,0.07944051486511094
2018-02-05,0.07797541774956611,0.08924556127028044,0.051538268077941866,0.24381925495404136,0.08444606027748176,0.1005474727035506,0.09186578943440162,0.08788010415574232,0.09372031789457473,0.07896175348241924
2018-02-06,0.07857731548738887,0.08111236838648829,0.06892831988195632,0.22849735515296293,0.09517500165982355,0.0876193129127339,0.07450044702933166,0.08366620564404556,0.11472339460683259,0.08720027923843653
2018-02-07,0.07806901112853067,0.07928844213864444,0.07713918326443898,0.24957466162381012,0.09629703898339394,0.08739258702258847,0.09157421185005295,0.08203670845649463,0.07507264975722325,0.08355550577482251
2018-02-08,0.0725482290727646,0.0763892174303916,0.06360539678569797,0.25,0.09766804279846773,0.09234588520795241,0.09803922029328806,0.08783904213952948,0.07736396000386218,0.08420100626804607
2018-02-09,0.07379509271577532,0.09992643888931482,0.06351203123480666,0.16272480295625635,0.10435211253156544,0.12365555261868164,0.10599855893134134,0.0772115704747452,0.08982387358343817,0.09899996606407489
2018-02-12,0.07704704415873267,0.13849593245814132,0.07112731467955147,0.10770628150875226,0.09411993977716804,0.10532761401342257,0.1071341869194041,0.07431794918552632,0.10543043674032831,0.11929330055897286
2018-02-13,0.05616205524099462,0.08782126627559957,0.06515624095855162,0.08257681972270861,0.10730140912251468,0.09734754606577246,0.09928575454315153,0.05883030615917137,0.09551860191153545,0.25
2018-02-14,0.06562261465226304,0.08453179087717033,0.07504202502993912,0.08392037061893187,0.09923956024122177,0.08829955049348238,0.08630494996151458,0.06989483590129728,0.09714430222417961,0.24999999999999997
2018-02-15,0.05221384995161372,0.09000915460724734,0.07836950330634107,0.07886422739410366,0.10981077902638056,0.07744386054522835,0.09308205366840022,0.05542517213041296,0.19260615195659897,0.1721752474136731
2018-02-16,0.05,0.07993954957606646,0.05,0.059130777512794226,0.06194593764890378,0.05000000000000001,0.24999999999999994,0.05745818497655185,0.2280887248109417,0.11343682547474214
2018-02-20,0.06186039726038931,0.13671741845481045,0.05,0.06678075218902073,0.06450055145915137,0.05000000000000001,0.13125714583793224,0.09088863318146445,0.25,0.09799510161723149
2018-02-21,0.08086756516983525,0.08221607863075187,0.05,0.08141277051119389,0.07083989336719877,0.05150723150977017,0.13254494860352717,0.09218951207099976,0.24999999999999992,0.1084220001367232
2018-02-22,0.06997522685501326,0.05000000000000001,0.05,0.08926679148315979,0.07561131699879824,0.05,0.13483763517554312,0.10614361900451336,0.25,0.12416541048297235
2018-02-23,0.05,0.050000000000000024,0.05,0.06053772879268847,0.05041081261943754,0.05000000000000002,0.07754964306374207,0.23445680373283176,0.13320170252241773,0.24384330926888245
2018-02-26,0.13997826056716486,0.050000000000000024,0.05,0.09847701763201179,0.13937849568796853,0.05000000000000001,0.10036703550042834,0.05000000000000002,0.141492797311721,0.18030639330070555
2018-02-27,0.05608508264501284,0.05,0.05000000000000002,0.10762096181698887,0.08385333013268208,0.05,0.09152435020696935,0.25,0.11501806624999689,0.14589820894834998
2018-02-28,0.09606535820640874,0.050000000000000065,0.24999999999999997,0.05,0.06874906795501841,0.05,0.17000209479271697,0.05781151925623048,0.08310321442189306,0.1242687453677324
2018-03-01,0.08542704769085152,0.05000000000000001,0.18794050808368903,0.05,0.05,0.05,0.25,0.05000000000000001,0.12121262946672241,0.10541981475873705
2018-03-02,0.10866171922371373,0.0694633136318481,0.24999999999999967,0.05308909241593712,0.059679849929121065,0.05426669829817016,0.12695005565155607,0.0599614509297329,0.14577775529312537,0.07215006462679574
2018-03-05,0.08816783967708988,0.05380669461584635,0.25,0.05000000000000001,0.05758761289221373,0.05000000000000001,0.14147837173163375,0.05476037985525089,0.17758957380701393,0.07660952742095145
2018-03-06,0.07672303064172567,0.05268092429776513,0.1716309770509868,0.05,0.05000000000000001,0.05,0.1015532201787443,0.25,0.14401323846224348,0.05339860936853466
2018-03-07,0.08242527114546816,0.10302837922434267,0.10515438296960344,0.05,0.05270185775444024,0.05,0.08189187112018634,0.25,0.15600874600764364,0.0687894917783155
2018-03-08,0.12056502877443964,0.10594561949418331,0.12883416884982238,0.05038661147072856,0.0842986062024288,0.060630615447604175,0.07363295955158454,0.1961728850833836,0.12685156882369042,0.05268193630213453
2018-03-09,0.10712016373588777,0.12001237088539113,0.16668716473422748,0.07315765562330756,0.07633975546957676,0.07744336894836401,0.09454618490478389,0.12117470528673314,0.11118551367222904,0.05233311673949918
2018-03-12,0.12974797478189715,0.1466780302744223,0.14907863959382703,0.07469436893101815,0.07792814011018219,0.08601222545963275,0.11658651153501554,0.08263912997134375,0.08036398246760425,0.056270996875057044
2018-03-13,0.11887367573355215,0.13504986284194131,0.1388438200374975,0.06253517942919638,0.09898272210103119,0.10877036337706422,0.09307165251817863,0.08773290597081848,0.07845803443523121,0.07768178355548888
2018-03-14,0.12282284866279156,0.11515321528128494,0.16004630741046869,0.06167941474162611,0.08208339546234425,0.11830534085644598,0.09190629462637889,0.07590484769270865,0.08444937704282966,0.08764895822312119
2018-03-15,0.11001367269847556,0.09780653186538721,0.25,0.059937574415476945,0.07374337683539546,0.09465428619011398,0.0731277094912104,0.08138723249174214,0.06835434676399932,0.09097526924819896
2018-03-16,0.09131132763039684,0.09982803700824837,0.24999999999999992,0.06356081087835681,0.07035112232956678,0.09031878725982624,0.07804159272554836,0.08887897094668658,0.07619534921202463,0.09151400200934538
