Date,AMGN,BA,CRM,CVX,INTC,MRK,NKE,UNH,VZ,WMT
2014-11-24,117.84799194335938,117.73297119140625,57.24948501586914,71.96442413330078,27.812063217163086,39.571434020996094,41.875614166259766,80.29862976074219,27.124834060668945,22.865184783935547
2014-11-25,116.45548248291016,117.90788269042969,58.48140335083008,71.0831527709961,27.86577033996582,39.63154602050781,41.59343719482422,81.1272964477539,27.037166595458984,22.744701385498047
2014-11-26,118.23554229736328,117.88164520263672,58.37298583984375,70.44669342041016,28.310768127441406,39.905372619628906,41.81147003173828,81.30132293701172,27.420738220214844,22.75273323059082
2014-11-28,118.65906524658203,117.51426696777344,59.003726959228516,66.62783813476562,28.579286575317383,40.3394775390625,42.44847869873047,81.73221588134766,27.72212791442871,23.438156127929688
2014-12-01,119.44865417480469,115.79130554199219,58.225162506103516,68.37814331054688,28.517911911010742,40.41963195800781,41.76445007324219,82.0885238647461,27.415273666381836,23.084741592407227
2014-12-02,121.50873565673828,115.69508361816406,58.392704010009766,69.77960205078125,28.847816467285156,40.593265533447266,41.9140739440918,82.72662353515625,26.911128997802734,23.1329288482666
2014-12-03,120.64019775390625,115.42395782470703,58.02804946899414,69.58991241455078,28.71739387512207,40.4597053527832,42.11075210571289,83.84540557861328,26.735776901245117,22.86907386779785
2014-12-04,119.54910278320312,114.85545349121094,58.097042083740234,68.71473693847656,28.740413665771484,40.6867790222168,42.345890045166016,82.90548706054688,26.730289459228516,22.82061004638672
2014-12-05,121.48005676269531,115.63390350341797,57.99848556518555,67.8518295288086,28.901531219482422,41.06746292114258,42.46558380126953,83.45448303222656,26.637142181396484,22.64830207824707
2014-12-08,123.20269775390625,113.94584655761719,55.59379577636719,65.36101531982422,28.540939331054688,41.32794189453125,41.777278900146484,83.11341094970703,26.79605484008789,22.677921295166016
2014-12-09,121.58767700195312,113.40357971191406,55.32769775390625,65.48950958251953,28.3030948638916,40.07902145385742,41.4822883605957,84.02842712402344,25.711057662963867,22.49752426147461
2014-12-10,118.7165298461914,109.0129623413086,54.519561767578125,64.17373657226562,27.94249153137207,40.05896759033203,41.751625061035156,82.42302703857422,25.305551528930664,22.341373443603516
2014-12-11,119.21177673339844,107.90220642089844,54.67724609375,64.20435333251953,28.15731430053711,39.931129455566406,41.558692932128906,82.95537567138672,25.404190063476562,22.570219039916992
2014-12-12,118.09918212890625,105.62818145751953,54.27317810058594,62.65599822998047,27.796716690063477,38.84099197387695,41.23283004760742,82.1485595703125,24.976774215698242,22.564836502075195
2014-12-15,114.56046295166016,106.77394104003906,54.60825729370117,61.72576141357422,27.55886459350586,38.322845458984375,40.91556930541992,81.74095153808594,24.889095306396484,22.599836349487305
2014-12-16,114.44561767578125,108.671875,53.0117073059082,62.239830017089844,27.282678604125977,38.22190856933594,39.963741302490234,79.72801971435547,24.949369430541992,22.335988998413086
2014-12-17,117.34549713134766,109.38030242919922,56.17525100708008,64.8836669921875,27.80438232421875,38.780433654785156,40.516841888427734,82.46461486816406,25.448030471801758,22.677921295166016
2014-12-18,120.93452453613281,109.9138412475586,58.4715461730957,66.72573852539062,28.402830123901367,39.688880920410156,41.623008728027344,85.04317474365234,25.78229522705078,23.138309478759766
2014-12-19,122.14759826660156,110.40361785888672,58.99387741088867,69.112548828125,27.90413475036621,40.09261703491211,40.66261291503906,85.25115966796875,25.765857696533203,22.928306579589844
2014-12-22,118.09918212890625,112.14412689208984,58.99387741088867,68.56173706054688,28.54859161376953,39.675411224365234,41.12993240356445,85.70865631103516,26.03436279296875,23.256784439086914
2014-12-23,113.06745147705078,113.7271957397461,59.62461853027344,69.73677062988281,28.71739387512207,38.497798919677734,41.1470947265625,85.55059051513672,26.122037887573242,23.332162857055664
2014-12-24,115.32850646972656,114.78548431396484,59.45707321166992,69.4429931640625,28.725065231323242,38.66603469848633,41.28429412841797,85.40918731689453,26.122037887573242,23.270246505737305
2014-12-26,117.33111572265625,115.12659454345703,59.92027282714844,69.3083724975586,28.8094539642334,38.88136291503906,41.51581954956055,85.30107116699219,26.226160049438477,23.399477005004883
2014-12-29,116.893310546875,115.70380401611328,59.47677993774414,69.3512191772461,28.52558708190918,38.847721099853516,41.71733093261719,85.1180648803711,26.0562744140625,23.3267822265625
2014-12-30,115.29975891113281,115.30150604248047,58.57009506225586,69.22268676757812,28.203338623046875,38.79387283325195,41.537254333496094,85.55059051513672,25.935731887817383,23.367168426513672
2014-12-31,114.33793640136719,113.68344116210938,58.45183181762695,68.6535415649414,27.842758178710938,38.21516036987305,41.224266052246094,84.08662414550781,25.634336471557617,23.122159957885742
2015-01-02,114.76860809326172,113.6572036743164,58.382843017578125,68.89834594726562,27.896453857421875,38.48434066772461,40.74406814575195,83.82877349853516,25.732982635498047,23.12754249572754
2015-01-05,113.40474700927734,112.87006378173828,57.32832717895508,66.14436340332031,27.58188819885254,39.05633544921875,40.088077545166016,82.44798278808594,25.519268035888672,23.060230255126953
2015-01-06,109.75120544433594,111.54064178466797,56.37236022949219,66.11375427246094,27.067853927612305,40.59058380126953,39.852272033691406,82.2816162109375,25.776819229125977,23.23793601989746
2015-01-07,113.58425903320312,113.2723617553711,56.10626983642578,66.05863952636719,27.635601043701172,41.45866012573242,40.67547607421875,83.12176513671875,25.610471725463867,23.85448455810547
2015-01-08,113.17508697509766,115.2752685546875,57.742252349853516,67.5703125,28.14963722229004,42.29307174682617,41.61442947387695,87.08942413330078,26.15938949584961,24.357961654663086
2015-01-09,111.78255462646484,115.0478744506836,57.31847381591797,66.22393035888672,28.203338623046875,42.09793472290039,41.155662536621094,86.27424621582031,25.926523208618164,24.056413650512695
2015-01-12,112.13426971435547,114.46184539794922,56.89468765258789,64.79796600341797,28.080589294433594,41.92296600341797,41.09992980957031,85.30107116699219,26.10394287109375,24.23680305480957
2015-01-13,111.35906219482422,114.72423553466797,57.131221771240234,63.76982116699219,28.003870010375977,41.84895706176758,40.73549270629883,85.73358917236328,26.15938949584961,24.045642852783203
2015-01-14,111.37344360351562,114.0333023071289,56.4216423034668,63.586212158203125,27.88878059387207,42.151756286621094,40.1781120300293,85.94983673095703,26.042964935302734,23.31869888305664
2015-01-15,109.04773712158203,113.82339477539062,54.312599182128906,62.83347702026367,27.76603126525879,41.64034652709961,39.792236328125,86.88977813720703,26.115036010742188,23.526016235351562
2015-01-16,113.72065734863281,114.3831558227539,55.820465087890625,64.33287811279297,27.965513229370117,42.414207458496094,39.869422912597656,87.97944641113281,26.608509063720703,23.361780166625977
2015-01-20,113.12487030029297,114.76799774169922,56.4610595703125,65.15904998779297,27.689306259155273,42.13158416748047,40.13523864746094,87.85468292236328,26.713855743408203,23.340240478515625
2015-01-21,112.96694946289062,115.80877685546875,56.87497329711914,66.19334411621094,27.988523483276367,41.82875061035156,40.092376708984375,90.93233489990234,26.75265884399414,23.3267822265625
2015-01-22,114.53890228271484,118.63382720947266,57.16078567504883,66.65843200683594,28.31844139099121,42.11812973022461,41.09564971923828,94.70038604736328,26.503150939941406,23.773714065551758
